,,,,
1429,9.520,-1.5200E+02,,
1430,9.527,-1.5538E+02,,
1431,9.533,-1.5877E+02,,
1432,9.540,-1.6215E+02,,
1433,9.547,-1.6553E+02,,
1434,9.553,-1.6892E+02,,
1435,9.560,-1.7230E+02,,
1436,9.567,-1.7569E+02,,
1437,9.573,-1.7907E+02,,
1438,9.580,1.7755E+02,,
1439,9.587,1.7416E+02,,
1440,9.593,1.7078E+02,,
1441,9.600,1.6740E+02,,
1442,9.607,1.6401E+02,,
1443,9.613,1.6063E+02,,
1444,9.620,1.5724E+02,,
1445,9.627,1.5386E+02,,
1446,9.633,1.5048E+02,,
1447,9.640,1.4709E+02,,
1448,9.647,1.4371E+02,,
1449,9.653,1.4033E+02,,
1450,9.660,1.3694E+02,,
1451,9.667,1.3356E+02,,
1452,9.673,1.3017E+02,,
1453,9.680,1.2679E+02,,
1454,9.687,1.2341E+02,,
1455,9.693,1.2002E+02,,
1456,9.700,1.1664E+02,,
1457,9.707,1.1326E+02,,
1458,9.713,1.0987E+02,,
1459,9.720,1.0649E+02,,
1460,9.727,1.0310E+02,,
1461,9.733,9.9720E+01,,
1462,9.740,9.6336E+01,,
1463,9.747,9.2953E+01,,
1464,9.753,8.9569E+01,,
1465,9.760,8.6185E+01,,
1466,9.767,8.2801E+01,,
1467,9.773,7.9418E+01,,
1468,9.780,7.6034E+01,,
1469,9.787,7.2650E+01,,
1470,9.793,6.9266E+01,,
1471,9.800,6.5883E+01,,
1472,9.807,6.2499E+01,,
1473,9.813,5.9115E+01,,
1474,9.820,5.5731E+01,,
1475,9.827,5.2348E+01,,
1476,9.833,4.8964E+01,,
1477,9.840,4.5580E+01,,
1478,9.847,4.2196E+01,,
1479,9.853,3.8813E+01,,
1480,9.860,3.5429E+01,,
1481,9.867,3.2045E+01,,
1482,9.873,2.8661E+01,,
1483,9.880,2.5278E+01,,
1484,9.887,2.1894E+01,,
1485,9.893,1.8510E+01,,
1486,9.900,1.5126E+01,,
1487,9.907,1.1743E+01,,
1488,9.913,8.3588E+00,,
1489,9.920,4.9750E+00,,
1490,9.927,1.5913E+00,,
1491,9.933,-1.7925E+00,,
1492,9.940,-5.1762E+00,,
1493,9.947,-8.5600E+00,,
1494,9.953,-1.1944E+01,,
1495,9.960,-1.5327E+01,,
1496,9.967,-1.8711E+01,,
1497,9.973,-2.2095E+01,,
1498,9.980,-2.5479E+01,,
1499,9.987,-2.8862E+01,,
1500,9.993,-3.2246E+01,,
1501,10.000,-3.5630E+01,,
1502,10.007,-3.9014E+01,,
1503,10.013,-4.2398E+01,,
1504,10.020,-4.5781E+01,,
1505,10.027,-4.9165E+01,,
1506,10.033,-5.2549E+01,,
1507,10.040,-5.5933E+01,,
1508,10.047,-5.9316E+01,,
1509,10.053,-6.2700E+01,,
1510,10.060,-6.6084E+01,,
1511,10.067,-6.9468E+01,,
1512,10.073,-7.2851E+01,,
1513,10.080,-7.6235E+01,,
1514,10.087,-7.9619E+01,,
1515,10.093,-8.3003E+01,,
1516,10.100,-8.6386E+01,,
1517,10.107,-8.9770E+01,,
1518,10.113,-9.3154E+01,,
1519,10.120,-9.6538E+01,,
1520,10.127,-9.9921E+01,,
1521,10.133,-1.0331E+02,,
1522,10.140,-1.0669E+02,,
1523,10.147,-1.1007E+02,,
1524,10.153,-1.1346E+02,,
1525,10.160,-1.1684E+02,,
1526,10.167,-1.2022E+02,,
1527,10.173,-1.2361E+02,,
1528,10.180,-1.2699E+02,,
1529,10.187,-1.3038E+02,,
1530,10.193,-1.3376E+02,,
1531,10.200,-1.3714E+02,,
1532,10.207,-1.4053E+02,,
1533,10.213,-1.4391E+02,,
1534,10.220,-1.4729E+02,,
1535,10.227,-1.5068E+02,,
1536,10.233,-1.5406E+02,,
1537,10.240,-1.5745E+02,,
1538,10.247,-1.6083E+02,,
1539,10.253,-1.6421E+02,,
1540,10.260,-1.6760E+02,,
1541,10.267,-1.7098E+02,,
1542,10.273,-1.7436E+02,,
1543,10.280,-1.7775E+02,,
1544,10.287,1.7887E+02,,
1545,10.293,1.7548E+02,,
1546,10.300,1.7210E+02,,
1547,10.307,1.6872E+02,,
1548,10.313,1.6533E+02,,
1549,10.320,1.6195E+02,,
1550,10.327,1.5857E+02,,
1551,10.333,1.5518E+02,,
1552,10.340,1.5180E+02,,
1553,10.347,1.4841E+02,,
1554,10.353,1.4503E+02,,
1555,10.360,1.4165E+02,,
1556,10.367,1.3826E+02,,
1557,10.373,1.3488E+02,,
1558,10.380,1.3150E+02,,
1559,10.387,1.2811E+02,,
1560,10.393,1.2473E+02,,
1561,10.400,1.2134E+02,,
1562,10.407,1.1796E+02,,
1563,10.413,1.1458E+02,,
1564,10.420,1.1119E+02,,
1565,10.427,1.0781E+02,,
1566,10.433,1.0443E+02,,
1567,10.440,1.0104E+02,,
1568,10.447,9.7659E+01,,
1569,10.453,9.4275E+01,,
1570,10.460,9.0891E+01,,
1571,10.467,8.7507E+01,,
1572,10.473,8.4124E+01,,
1573,10.480,8.0740E+01,,
1574,10.487,7.7356E+01,,
1575,10.493,7.3972E+01,,
1576,10.500,7.0589E+01,,
1577,10.507,6.7205E+01,,
1578,10.513,6.3821E+01,,
1579,10.520,6.0437E+01,,
1580,10.527,5.7053E+01,,
1581,10.533,5.3670E+01,,
1582,10.540,5.0286E+01,,
1583,10.547,4.6902E+01,,
1584,10.553,4.3518E+01,,
1585,10.560,4.0135E+01,,
1586,10.567,3.6751E+01,,
1587,10.573,3.3367E+01,,
1588,10.580,2.9983E+01,,
1589,10.587,2.6600E+01,,
1590,10.593,2.3216E+01,,
1591,10.600,1.9832E+01,,
1592,10.607,1.6448E+01,,
1593,10.613,1.3065E+01,,
1594,10.620,9.6809E+00,,
1595,10.627,6.2972E+00,,
1596,10.633,2.9134E+00,,
1597,10.640,-4.7032E-01,,
1598,10.647,-3.8541E+00,,
1599,10.653,-7.2378E+00,,
1600,10.660,-1.0622E+01,,
1601,10.667,-1.4005E+01,,
1602,10.673,-1.7389E+01,,
1603,10.680,-2.0773E+01,,
1604,10.687,-2.4157E+01,,
1605,10.693,-2.7540E+01,,
1606,10.700,-3.0924E+01,,
1607,10.707,-3.4308E+01,,
1608,10.713,-3.7692E+01,,
1609,10.720,-4.1075E+01,,
1610,10.727,-4.4459E+01,,
1611,10.733,-4.7843E+01,,
1612,10.740,-5.1227E+01,,
1613,10.747,-5.4610E+01,,
1614,10.753,-5.7994E+01,,
1615,10.760,-6.1378E+01,,
1616,10.767,-6.4762E+01,,
1617,10.773,-6.8145E+01,,
1618,10.780,-7.1529E+01,,
1619,10.787,-7.4913E+01,,
1620,10.793,-7.8297E+01,,
1621,10.800,-8.1680E+01,,
1622,10.807,-8.5064E+01,,
1623,10.813,-8.8448E+01,,
1624,10.820,-9.1832E+01,,
1625,10.827,-9.5215E+01,,
1626,10.833,-9.8599E+01,,
1627,10.840,-1.0198E+02,,
1628,10.847,-1.0537E+02,,
1629,10.853,-1.0875E+02,,
1630,10.860,-1.1213E+02,,
1631,10.867,-1.1552E+02,,
1632,10.873,-1.1890E+02,,
1633,10.880,-1.2229E+02,,
1634,10.887,-1.2567E+02,,
1635,10.893,-1.2905E+02,,
1636,10.900,-1.3244E+02,,
1637,10.907,-1.3582E+02,,
1638,10.913,-1.3920E+02,,
1639,10.920,-1.4259E+02,,
1640,10.927,-1.4597E+02,,
1641,10.933,-1.4936E+02,,
1642,10.940,-1.5274E+02,,
1643,10.947,-1.5612E+02,,
1644,10.953,-1.5951E+02,,
1645,10.960,-1.6289E+02,,
1646,10.967,-1.6627E+02,,
1647,10.973,-1.6966E+02,,
1648,10.980,-1.7304E+02,,
1649,10.987,-1.7643E+02,,
1650,10.993,-1.7981E+02,,
1651,11.000,1.7681E+02,,
1652,11.007,1.7342E+02,,
1653,11.013,1.7004E+02,,
1654,11.020,1.6666E+02,,
1655,11.027,1.6327E+02,,
1656,11.033,1.5989E+02,,
1657,11.040,1.5650E+02,,
1658,11.047,1.5312E+02,,
1659,11.053,1.4974E+02,,
1660,11.060,1.4635E+02,,
1661,11.067,1.4297E+02,,
1662,11.073,1.3959E+02,,
1663,11.080,1.3620E+02,,
1664,11.087,1.3282E+02,,
1665,11.093,1.2943E+02,,
1666,11.100,1.2605E+02,,
1667,11.107,1.2267E+02,,
1668,11.113,1.1928E+02,,
1669,11.120,1.1590E+02,,
1670,11.127,1.1252E+02,,
1671,11.133,1.0913E+02,,
1672,11.140,1.0575E+02,,
1673,11.147,1.0236E+02,,
1674,11.153,9.8981E+01,,
1675,11.160,9.5597E+01,,
1676,11.167,9.2213E+01,,
1677,11.173,8.8829E+01,,
1678,11.180,8.5446E+01,,
1679,11.187,8.2062E+01,,
1680,11.193,7.8678E+01,,
1681,11.200,7.5294E+01,,
1682,11.207,7.1911E+01,,
1683,11.213,6.8527E+01,,
1684,11.220,6.5143E+01,,
1685,11.227,6.1759E+01,,
1686,11.233,5.8376E+01,,
1687,11.240,5.4992E+01,,
1688,11.247,5.1608E+01,,
1689,11.253,4.8224E+01,,
1690,11.260,4.4841E+01,,
1691,11.267,4.1457E+01,,
1692,11.273,3.8073E+01,,
1693,11.280,3.4689E+01,,
1694,11.287,3.1306E+01,,
1695,11.293,2.7922E+01,,
1696,11.300,2.4538E+01,,
1697,11.307,2.1154E+01,,
1698,11.313,1.7771E+01,,
1699,11.320,1.4387E+01,,
1700,11.327,1.1003E+01,,
1701,11.333,7.6193E+00,,
1702,11.340,4.2356E+00,,
1703,11.347,8.5183E-01,,
1704,11.353,-2.5319E+00,,
1705,11.360,-5.9157E+00,,
1706,11.367,-9.2994E+00,,
1707,11.373,-1.2683E+01,,
1708,11.380,-1.6067E+01,,
1709,11.387,-1.9451E+01,,
1710,11.393,-2.2834E+01,,
1711,11.400,-2.6218E+01,,
1712,11.407,-2.9602E+01,,
1713,11.413,-3.2986E+01,,
1714,11.420,-3.6369E+01,,
1715,11.427,-3.9753E+01,,
1716,11.433,-4.3137E+01,,
1717,11.440,-4.6521E+01,,
1718,11.447,-4.9904E+01,,
1719,11.453,-5.3288E+01,,
1720,11.460,-5.6672E+01,,
1721,11.467,-6.0056E+01,,
1722,11.473,-6.3439E+01,,
1723,11.480,-6.6823E+01,,
1724,11.487,-7.0207E+01,,
1725,11.493,-7.3591E+01,,
1726,11.500,-7.6974E+01,,
1727,11.507,-8.0358E+01,,
1728,11.513,-8.3742E+01,,
1729,11.520,-8.7126E+01,,
1730,11.527,-9.0510E+01,,
1731,11.533,-9.3893E+01,,
1732,11.540,-9.7277E+01,,
1733,11.547,-1.0066E+02,,
1734,11.553,-1.0404E+02,,
1735,11.560,-1.0743E+02,,
1736,11.567,-1.1081E+02,,
1737,11.573,-1.1420E+02,,
1738,11.580,-1.1758E+02,,
1739,11.587,-1.2096E+02,,
1740,11.593,-1.2435E+02,,
1741,11.600,-1.2773E+02,,
1742,11.607,-1.3111E+02,,
1743,11.613,-1.3450E+02,,
1744,11.620,-1.3788E+02,,
1745,11.627,-1.4127E+02,,
1746,11.633,-1.4465E+02,,
1747,11.640,-1.4803E+02,,
1748,11.647,-1.5142E+02,,
1749,11.653,-1.5480E+02,,
1750,11.660,-1.5818E+02,,
1751,11.667,-1.6157E+02,,
1752,11.673,-1.6495E+02,,
1753,11.680,-1.6834E+02,,
1754,11.687,-1.7172E+02,,
1755,11.693,-1.7510E+02,,
1756,11.700,-1.7849E+02,,
1757,11.707,1.7813E+02,,
1758,11.713,1.7475E+02,,
1759,11.720,1.7136E+02,,
1760,11.727,1.6798E+02,,
1761,11.733,1.6459E+02,,
1762,11.740,1.6121E+02,,
1763,11.747,1.5783E+02,,
1764,11.753,1.5444E+02,,
1765,11.760,1.5106E+02,,
1766,11.767,1.4768E+02,,
1767,11.773,1.4429E+02,,
1768,11.780,1.4091E+02,,
1769,11.787,1.3752E+02,,
1770,11.793,1.3414E+02,,
1771,11.800,1.3076E+02,,
1772,11.807,1.2737E+02,,
1773,11.813,1.2399E+02,,
1774,11.820,1.2061E+02,,
1775,11.827,1.1722E+02,,
1776,11.833,1.1384E+02,,
1777,11.840,1.1045E+02,,
1778,11.847,1.0707E+02,,
1779,11.853,1.0369E+02,,
1780,11.860,1.0030E+02,,
1781,11.867,9.6919E+01,,
1782,11.873,9.3535E+01,,
1783,11.880,9.0152E+01,,
1784,11.887,8.6768E+01,,
1785,11.893,8.3384E+01,,
1786,11.900,8.0000E+01,,
1787,11.907,7.6617E+01,,
1788,11.913,7.3233E+01,,
1789,11.920,6.9849E+01,,
1790,11.927,6.6465E+01,,
1791,11.933,6.3082E+01,,
1792,11.940,5.9698E+01,,
1793,11.947,5.6314E+01,,
1794,11.953,5.2930E+01,,
1795,11.960,4.9547E+01,,
1796,11.967,4.6163E+01,,
1797,11.973,4.2779E+01,,
1798,11.980,3.9395E+01,,
1799,11.987,3.6012E+01,,
1800,11.993,3.2628E+01,,
1801,12.000,2.9244E+01,,
1802,12.007,2.5860E+01,,
1803,12.013,2.2476E+01,,
1804,12.020,1.9093E+01,,
1805,12.027,1.5709E+01,,
1806,12.033,1.2325E+01,,
1807,12.040,8.9415E+00,,
1808,12.047,5.5577E+00,,
1809,12.053,2.1740E+00,,
1810,12.060,-1.2098E+00,,
1811,12.067,-4.5935E+00,,
1812,12.073,-7.9773E+00,,
1813,12.080,-1.1361E+01,,
1814,12.087,-1.4745E+01,,
1815,12.093,-1.8129E+01,,
1816,12.100,-2.1512E+01,,
1817,12.107,-2.4896E+01,,
1818,12.113,-2.8280E+01,,
1819,12.120,-3.1664E+01,,
1820,12.127,-3.5047E+01,,
1821,12.133,-3.8431E+01,,
1822,12.140,-4.1815E+01,,
1823,12.147,-4.5199E+01,,
1824,12.153,-4.8582E+01,,
1825,12.160,-5.1966E+01,,
1826,12.167,-5.5350E+01,,
1827,12.173,-5.8734E+01,,
1828,12.180,-6.2117E+01,,
1829,12.187,-6.5501E+01,,
1830,12.193,-6.8885E+01,,
1831,12.200,-7.2269E+01,,
1832,12.207,-7.5652E+01,,
1833,12.213,-7.9036E+01,,
1834,12.220,-8.2420E+01,,
1835,12.227,-8.5804E+01,,
1836,12.233,-8.9187E+01,,
1837,12.240,-9.2571E+01,,
1838,12.247,-9.5955E+01,,
1839,12.253,-9.9339E+01,,
1840,12.260,-1.0272E+02,,
1841,12.267,-1.0611E+02,,
1842,12.273,-1.0949E+02,,
1843,12.280,-1.1287E+02,,
1844,12.287,-1.1626E+02,,
1845,12.293,-1.1964E+02,,
1846,12.300,-1.2302E+02,,
1847,12.307,-1.2641E+02,,
1848,12.313,-1.2979E+02,,
1849,12.320,-1.3318E+02,,
1850,12.327,-1.3656E+02,,
1851,12.333,-1.3994E+02,,
1852,12.340,-1.4333E+02,,
1853,12.347,-1.4671E+02,,
1854,12.353,-1.5009E+02,,
1855,12.360,-1.5348E+02,,
1856,12.367,-1.5686E+02,,
1857,12.373,-1.6025E+02,,
1858,12.380,-1.6363E+02,,
1859,12.387,-1.6701E+02,,
1860,12.393,-1.7040E+02,,
1861,12.400,-1.7378E+02,,
1862,12.407,-1.7716E+02,,
1863,12.413,1.7945E+02,,
1864,12.420,1.7607E+02,,
1865,12.427,1.7268E+02,,
1866,12.433,1.6930E+02,,
1867,12.440,1.6592E+02,,
1868,12.447,1.6253E+02,,
1869,12.453,1.5915E+02,,
1870,12.460,1.5577E+02,,
1871,12.467,1.5238E+02,,
1872,12.473,1.4900E+02,,
1873,12.480,1.4561E+02,,
1874,12.487,1.4223E+02,,
1875,12.493,1.3885E+02,,
1876,12.500,1.3546E+02,,
1877,12.507,1.3208E+02,,
1878,12.513,1.2869E+02,,
1879,12.520,1.2531E+02,,
1880,12.527,1.2193E+02,,
1881,12.533,1.1854E+02,,
1882,12.540,1.1516E+02,,
1883,12.547,1.1178E+02,,
1884,12.553,1.0839E+02,,
1885,12.560,1.0501E+02,,
1886,12.567,1.0162E+02,,
1887,12.573,9.8241E+01,,
1888,12.580,9.4857E+01,,
1889,12.587,9.1474E+01,,
1890,12.593,8.8090E+01,,
1891,12.600,8.4706E+01,,
1892,12.607,8.1322E+01,,
1893,12.613,7.7939E+01,,
1894,12.620,7.4555E+01,,
1895,12.627,7.1171E+01,,
1896,12.633,6.7787E+01,,
1897,12.640,6.4404E+01,,
1898,12.647,6.1020E+01,,
1899,12.653,5.7636E+01,,
1900,12.660,5.4252E+01,,
1901,12.667,5.0869E+01,,
1902,12.673,4.7485E+01,,
1903,12.680,4.4101E+01,,
1904,12.687,4.0717E+01,,
1905,12.693,3.7334E+01,,
1906,12.700,3.3950E+01,,
1907,12.707,3.0566E+01,,
1908,12.713,2.7182E+01,,
1909,12.720,2.3799E+01,,
1910,12.727,2.0415E+01,,
1911,12.733,1.7031E+01,,
1912,12.740,1.3647E+01,,
1913,12.747,1.0264E+01,,
1914,12.753,6.8799E+00,,
1915,12.760,3.4961E+00,,
1916,12.767,1.1237E-01,,
1917,12.773,-3.2714E+00,,
1918,12.780,-6.6551E+00,,
1919,12.787,-1.0039E+01,,
1920,12.793,-1.3423E+01,,
1921,12.800,-1.6806E+01,,
1922,12.807,-2.0190E+01,,
1923,12.813,-2.3574E+01,,
1924,12.820,-2.6958E+01,,
1925,12.827,-3.0341E+01,,
1926,12.833,-3.3725E+01,,
1927,12.840,-3.7109E+01,,
1928,12.847,-4.0493E+01,,
1929,12.853,-4.3876E+01,,
1930,12.860,-4.7260E+01,,
1931,12.867,-5.0644E+01,,
1932,12.873,-5.4028E+01,,
1933,12.880,-5.7411E+01,,
1934,12.887,-6.0795E+01,,
1935,12.893,-6.4179E+01,,
1936,12.900,-6.7563E+01,,
1937,12.907,-7.0946E+01,,
1938,12.913,-7.4330E+01,,
1939,12.920,-7.7714E+01,,
1940,12.927,-8.1098E+01,,
1941,12.933,-8.4481E+01,,
1942,12.940,-8.7865E+01,,
1943,12.947,-9.1249E+01,,
1944,12.953,-9.4633E+01,,
1945,12.960,-9.8016E+01,,
1946,12.967,-1.0140E+02,,
1947,12.973,-1.0478E+02,,
1948,12.980,-1.0817E+02,,
1949,12.987,-1.1155E+02,,
1950,12.993,-1.1494E+02,,
1951,13.000,-1.1832E+02,,
1952,13.007,-1.2170E+02,,
1953,13.013,-1.2509E+02,,
1954,13.020,-1.2847E+02,,
1955,13.027,-1.3185E+02,,
1956,13.033,-1.3524E+02,,
1957,13.040,-1.3862E+02,,
1958,13.047,-1.4201E+02,,
1959,13.053,-1.4539E+02,,
1960,13.060,-1.4877E+02,,
1961,13.067,-1.5216E+02,,
1962,13.073,-1.5554E+02,,
1963,13.080,-1.5892E+02,,
1964,13.087,-1.6231E+02,,
1965,13.093,-1.6569E+02,,
1966,13.100,-1.6908E+02,,
1967,13.107,-1.7246E+02,,
1968,13.113,-1.7584E+02,,
1969,13.120,-1.7923E+02,,
1970,13.127,1.7739E+02,,
1971,13.133,1.7401E+02,,
1972,13.140,1.7062E+02,,
1973,13.147,1.6724E+02,,
1974,13.153,1.6385E+02,,
1975,13.160,1.6047E+02,,
1976,13.167,1.5709E+02,,
1977,13.173,1.5370E+02,,
1978,13.180,1.5032E+02,,
1979,13.187,1.4694E+02,,
1980,13.193,1.4355E+02,,
1981,13.200,1.4017E+02,,
1982,13.207,1.3678E+02,,
1983,13.213,1.3340E+02,,
1984,13.220,1.3002E+02,,
1985,13.227,1.2663E+02,,
1986,13.233,1.2325E+02,,
1987,13.240,1.1987E+02,,
1988,13.247,1.1648E+02,,
1989,13.253,1.1310E+02,,
1990,13.260,1.0971E+02,,
1991,13.267,1.0633E+02,,
1992,13.273,1.0295E+02,,
1993,13.280,9.9563E+01,,
1994,13.287,9.6180E+01,,
1995,13.293,9.2796E+01,,
1996,13.300,8.9412E+01,,
1997,13.307,8.6028E+01,,
1998,13.313,8.2645E+01,,
1999,13.320,7.9261E+01,,
2000,13.327,7.5877E+01,,
2001,13.333,7.2493E+01,,
2002,13.340,6.9110E+01,,
2003,13.347,6.5726E+01,,
2004,13.353,6.2342E+01,,
2005,13.360,5.8958E+01,,
2006,13.367,5.5575E+01,,
2007,13.373,5.2191E+01,,
2008,13.380,4.8807E+01,,
2009,13.387,4.5423E+01,,
2010,13.393,4.2040E+01,,
2011,13.400,3.8656E+01,,
2012,13.407,3.5272E+01,,
2013,13.413,3.1888E+01,,
2014,13.420,2.8505E+01,,
2015,13.427,2.5121E+01,,
2016,13.433,2.1737E+01,,
2017,13.440,1.8353E+01,,
2018,13.447,1.4970E+01,,
2019,13.453,1.1586E+01,,
2020,13.460,8.2020E+00,,
2021,13.467,4.8183E+00,,
2022,13.473,1.4345E+00,,
2023,13.480,-1.9492E+00,,
2024,13.487,-5.3330E+00,,
2025,13.493,-8.7167E+00,,
2026,13.500,-1.2100E+01,,
2027,13.507,-1.5484E+01,,
2028,13.513,-1.8868E+01,,
2029,13.520,-2.2252E+01,,
2030,13.527,-2.5636E+01,,
2031,13.533,-2.9019E+01,,
2032,13.540,-3.2403E+01,,
2033,13.547,-3.5787E+01,,
2034,13.553,-3.9171E+01,,
2035,13.560,-4.2554E+01,,
2036,13.567,-4.5938E+01,,
2037,13.573,-4.9322E+01,,
2038,13.580,-5.2706E+01,,
2039,13.587,-5.6089E+01,,
2040,13.593,-5.9473E+01,,
2041,13.600,-6.2857E+01,,
2042,13.607,-6.6241E+01,,
2043,13.613,-6.9624E+01,,
2044,13.620,-7.3008E+01,,
2045,13.627,-7.6392E+01,,
2046,13.633,-7.9776E+01,,
2047,13.640,-8.3159E+01,,
2048,13.647,-8.6543E+01,,
2049,13.653,-8.9927E+01,,
2050,13.660,-9.3311E+01,,
2051,13.667,-9.6694E+01,,
2052,13.673,-1.0008E+02,,
2053,13.680,-1.0346E+02,,
2054,13.687,-1.0685E+02,,
2055,13.693,-1.1023E+02,,
2056,13.700,-1.1361E+02,,
2057,13.707,-1.1700E+02,,
2058,13.713,-1.2038E+02,,
2059,13.720,-1.2376E+02,,
2060,13.727,-1.2715E+02,,
2061,13.733,-1.3053E+02,,
2062,13.740,-1.3392E+02,,
2063,13.747,-1.3730E+02,,
2064,13.753,-1.4068E+02,,
2065,13.760,-1.4407E+02,,
2066,13.767,-1.4745E+02,,
2067,13.773,-1.5083E+02,,
2068,13.780,-1.5422E+02,,
2069,13.787,-1.5760E+02,,
2070,13.793,-1.6099E+02,,
2071,13.800,-1.6437E+02,,
2072,13.807,-1.6775E+02,,
2073,13.813,-1.7114E+02,,
2074,13.820,-1.7452E+02,,
2075,13.827,-1.7790E+02,,
2076,13.833,1.7871E+02,,
2077,13.840,1.7533E+02,,
2078,13.847,1.7194E+02,,
2079,13.853,1.6856E+02,,
2080,13.860,1.6518E+02,,
2081,13.867,1.6179E+02,,
2082,13.873,1.5841E+02,,
2083,13.880,1.5503E+02,,
2084,13.887,1.5164E+02,,
2085,13.893,1.4826E+02,,
2086,13.900,1.4487E+02,,
2087,13.907,1.4149E+02,,
2088,13.913,1.3811E+02,,
2089,13.920,1.3472E+02,,
2090,13.927,1.3134E+02,,
2091,13.933,1.2796E+02,,
2092,13.940,1.2457E+02,,
2093,13.947,1.2119E+02,,
2094,13.953,1.1780E+02,,
2095,13.960,1.1442E+02,,
2096,13.967,1.1104E+02,,
2097,13.973,1.0765E+02,,
2098,13.980,1.0427E+02,,
2099,13.987,1.0089E+02,,
2100,13.993,9.7502E+01,,
2101,14.000,9.4118E+01,,